move,x1,x11,x2,x3,x4,x5,x6,x7,x8,y1,y11,y2,y3,y4,y5,y6,y7,y8,shwidth,splength,lhnsh,rhnsh,lelsh,relsh
0,0.0,-0.010000000000000009,-0.020000000000000018,0.010000000000000009,0.09999999999999998,0.020000000000000018,0.0,0.0,-0.030000000000000027,0.0,0.32,0.0,0.19,0.36000000000000004,0.0,0.0,0.0,0.33,0.040000000000000036,0.32561480310329877,0.002456890756733218,0.046616224520949795,0.002456890756733218,0.02362961865166687
0,0.0,0.020000000000000018,-0.020000000000000018,0.0,0.05999999999999994,0.020000000000000018,0.0,0.0,-0.030000000000000027,0.0,0.33,0.010000000000000009,0.19,0.33,0.0,0.0,0.0,0.32,0.041231056256176644,0.32503845926290015,0.0025369955512143166,0.041841202517514865,0.0025369955512143166,0.022973471809986844
0,0.0,0.020000000000000018,-0.030000000000000027,-0.010000000000000009,0.05999999999999994,0.020000000000000018,0.0,0.0,-0.030000000000000027,0.0,0.32,0.0,0.18,0.35000000000000003,0.0,0.0,0.0,0.31,0.050000000000000044,0.3150396800404673,0.003174203325344764,0.057355667061595665,0.003174203325344764,0.02874363361775332
0,0.0,0.020000000000000018,-0.020000000000000018,-0.010000000000000009,0.04999999999999993,0.030000000000000027,0.0,0.0,-0.020000000000000018,0.0,0.3,0.0,0.18,0.37000000000000005,0.0,0.0,0.0,0.3,0.050000000000000044,0.3,0.005000000000000009,0.06276056794587584,0.005000000000000009,0.030046260628866606
0,0.0,0.010000000000000009,-0.020000000000000018,-0.020000000000000018,0.030000000000000027,0.030000000000000027,0.0,0.0,-0.030000000000000027,0.0,0.31,0.0,0.18,0.35000000000000003,0.0,0.0,0.0,0.31,0.050000000000000044,0.3101612483854165,0.004836194101643715,0.0569950940734442,0.004836194101643715,0.02901716460986227
0,0.0,0.030000000000000027,-0.020000000000000018,-0.030000000000000027,0.020000000000000018,0.030000000000000027,0.040000000000000036,0.06999999999999995,-0.030000000000000027,0.0,0.31,-0.010000000000000009,0.18,0.37000000000000005,0.0,0.18,0.32,0.31,0.050990195135927896,0.31,0.053044657525405124,0.06284943937010358,0.029652865017500408,0.03129531054357398
0,0.0,0.030000000000000027,-0.030000000000000027,-0.040000000000000036,-0.010000000000000009,0.030000000000000027,0.040000000000000036,0.06999999999999995,-0.030000000000000027,0.0,0.3,-0.010000000000000009,0.16999999999999998,0.37000000000000005,0.010000000000000009,0.16999999999999998,0.31,0.3,0.06324555320336764,0.3,0.0638052592746955,0.08022191443462048,0.033796778281697554,0.03800584750330463
0,0.0,0.030000000000000027,-0.030000000000000027,-0.050000000000000044,-0.030000000000000027,0.040000000000000036,0.04999999999999993,0.06999999999999995,-0.030000000000000027,0.0,0.3,-0.010000000000000009,0.18,0.36000000000000004,0.020000000000000018,0.18,0.37000000000000005,0.3,0.07615773105863916,0.3,0.08917647921085728,0.09392786830565497,0.040696710213753456,0.04849971363031154
0,0.0,0.040000000000000036,-0.030000000000000027,-0.06,-0.050000000000000044,0.040000000000000036,0.05999999999999994,0.06999999999999995,-0.020000000000000018,0.0,0.3,-0.020000000000000018,0.16999999999999998,0.34,0.010000000000000009,0.19,0.36999999999999994,0.3,0.07615773105863916,0.30016662039607267,0.09165514675536814,0.09147939367561757,0.045950318198118366,0.04880366791768587
0,0.0,0.040000000000000036,-0.030000000000000027,-0.06,-0.06,0.040000000000000036,0.05999999999999994,0.06999999999999995,-0.030000000000000027,0.0,0.31,-0.020000000000000018,0.16999999999999998,0.34,0.010000000000000009,0.19,0.35000000000000003,0.3,0.07615773105863916,0.3050409808533929,0.0852155341760606,0.09019055592627899,0.04521606139957419,0.04802381640919467
0,0.0,0.040000000000000036,-0.030000000000000027,-0.07,-0.08000000000000002,0.040000000000000036,0.05999999999999994,0.07999999999999996,-0.030000000000000027,0.0,0.32,-0.020000000000000018,0.16999999999999998,0.35000000000000003,0.019999999999999962,0.19,0.37999999999999995,0.31,0.08062257748298554,0.3150396800404673,0.09269543313959451,0.095548265461732,0.04380515594832911,0.04968921042079273
0,0.0,0.030000000000000027,-0.040000000000000036,-0.08000000000000002,-0.10000000000000003,0.040000000000000036,0.06999999999999995,0.07999999999999996,-0.040000000000000036,0.0,0.32,-0.020000000000000018,0.15999999999999998,0.35000000000000003,0.019999999999999962,0.2,0.37999999999999995,0.31,0.08944271909999164,0.3150396800404673,0.10283634990343136,0.10641868739891423,0.05180859950208809,0.05235030235033306
0,0.0,0.030000000000000027,-0.040000000000000036,-0.08000000000000002,-0.11000000000000004,0.040000000000000036,0.06999999999999995,0.07999999999999996,-0.040000000000000036,0.0,0.32,-0.020000000000000018,0.16999999999999998,0.35000000000000003,0.019999999999999962,0.21000000000000002,0.38999999999999996,0.31,0.08944271909999164,0.3150396800404673,0.1056585441869125,0.10690988224628431,0.05461105893668793,0.05512522954138085
0,0.0,0.030000000000000027,-0.050000000000000044,-0.09000000000000002,-0.13,0.040000000000000036,0.06999999999999995,0.07999999999999996,-0.050000000000000044,0.0,0.32,-0.030000000000000027,0.14999999999999997,0.33,0.009999999999999953,0.2,0.36999999999999994,0.31,0.09848857801796113,0.3151586901863885,0.11319402363713099,0.11524604611538883,0.060111482972053085,0.057623023057694414
0,0.0,0.030000000000000027,-0.050000000000000044,-0.09000000000000002,-0.13,0.040000000000000036,0.07999999999999996,0.08999999999999997,-0.050000000000000044,0.0,0.32,-0.030000000000000027,0.14999999999999997,0.33,0.009999999999999953,0.2,0.37999999999999995,0.31,0.09848857801796113,0.3151586901863885,0.11667772891113833,0.11524604611538883,0.0606774408229082,0.057623023057694414
0,0.0,0.030000000000000027,-0.050000000000000044,-0.09000000000000002,-0.14,0.040000000000000036,0.07999999999999996,0.08999999999999997,-0.040000000000000036,0.0,0.31,-0.020000000000000018,0.14999999999999997,0.33,0.009999999999999953,0.19,0.36999999999999994,0.31,0.09486832980505144,0.3100403199585499,0.11121272625533626,0.11057951143184061,0.05642122833209108,0.05343834481913812
