x0,x1,x10,x11,x12,x13,x14,x15,x16,x17,x2,x3,x4,x5,x6,x7,x8,x9,y0,y1,y10,y11,y12,y13,y14,y15,y16,y17,y2,y3,y4,y5,y6,y7,y8,y9
0.56,0.52,,0.55,0.56,,0.56,0.56,0.52,,0.47,0.50,0.54,0.56,0.64,0.73,0.48,0.47,0.22,0.29,,0.60,0.85,,0.21,0.21,0.20,,0.28,0.38,0.26,0.29,0.25,0.21,0.60,0.86
0.56,0.51,,0.55,0.56,,0.56,0.56,0.52,,0.47,0.50,0.54,0.56,0.64,0.73,0.48,0.47,0.23,0.29,,0.60,0.85,,0.21,0.21,0.20,,0.28,0.38,0.27,0.29,0.26,0.22,0.60,0.86
0.56,0.51,,0.55,0.56,,0.56,0.56,0.52,,0.47,0.50,0.54,0.56,0.64,0.72,0.48,0.47,0.23,0.29,,0.60,0.85,,0.21,0.21,0.20,,0.28,0.38,0.27,0.30,0.26,0.22,0.60,0.86
0.56,0.51,,0.55,0.55,,0.56,0.56,0.52,,0.47,0.50,0.54,0.56,0.64,0.72,0.48,0.48,0.23,0.29,,0.60,0.85,,0.21,0.21,0.20,,0.28,0.38,0.27,0.30,0.27,0.22,0.60,0.86
0.56,0.51,,0.55,0.56,,0.56,0.56,0.52,,0.47,0.50,0.55,0.56,0.63,0.72,0.48,0.48,0.23,0.29,,0.60,0.84,,0.21,0.21,0.20,,0.28,0.38,0.26,0.30,0.28,0.23,0.60,0.86
0.56,0.51,,0.54,0.56,,0.55,0.56,0.52,,0.47,0.51,0.55,0.55,0.63,0.71,0.48,0.48,0.23,0.29,,0.60,0.84,,0.21,0.21,0.20,,0.28,0.38,0.26,0.30,0.29,0.23,0.60,0.85
0.56,0.51,,0.54,0.55,,0.55,0.56,0.52,,0.47,0.51,0.55,0.55,0.63,0.71,0.48,0.48,0.23,0.29,,0.60,0.84,,0.21,0.21,0.20,,0.28,0.38,0.26,0.30,0.30,0.23,0.59,0.85
0.56,0.51,,0.54,0.53,,0.55,0.56,0.52,,0.47,0.51,0.55,0.55,0.63,0.70,0.48,0.48,0.23,0.29,,0.60,0.84,,0.21,0.21,0.20,,0.28,0.38,0.26,0.30,0.32,0.23,0.60,0.85
0.56,0.50,,0.54,0.54,,0.55,0.56,0.52,,0.47,0.51,0.55,0.54,0.62,0.68,0.48,0.48,0.23,0.29,,0.60,0.85,,0.21,0.21,0.20,,0.28,0.39,0.27,0.30,0.34,0.25,0.60,0.85
0.56,0.50,,0.54,0.55,,0.55,0.56,0.52,,0.47,0.52,0.55,0.54,0.62,0.67,0.48,0.47,0.22,0.29,,0.60,0.85,,0.21,0.21,0.20,,0.28,0.39,0.26,0.31,0.36,0.26,0.60,0.87
0.55,0.50,,0.54,0.55,0.56,0.55,0.56,0.51,,0.47,0.52,0.55,0.54,0.62,0.66,0.48,0.47,0.22,0.29,,0.60,0.82,0.96,0.21,0.21,0.20,,0.28,0.39,0.27,0.31,0.38,0.27,0.59,0.85
0.56,0.50,,0.54,0.55,0.56,0.55,0.56,0.51,,0.47,0.52,0.55,0.54,0.61,0.64,0.48,0.47,0.22,0.30,,0.59,0.81,0.97,0.21,0.21,0.20,,0.28,0.39,0.27,0.31,0.39,0.29,0.59,0.84
0.56,0.50,,0.54,0.55,0.56,0.55,0.56,0.51,,0.47,0.52,0.55,0.54,0.60,0.63,0.48,0.48,0.22,0.30,,0.59,0.80,0.97,0.21,0.21,0.20,,0.28,0.40,0.27,0.31,0.41,0.30,0.59,0.82
0.55,0.57,,0.60,0.61,0.62,0.54,0.56,0.53,0.59,0.54,0.50,0.51,0.61,0.63,0.60,0.54,0.54,0.21,0.29,,0.58,0.83,0.98,0.20,0.20,0.20,0.20,0.30,0.41,0.28,0.28,0.36,0.26,0.58,0.83
0.55,0.57,0.56,0.60,0.61,0.62,0.54,0.56,,0.59,0.54,0.50,0.51,0.61,0.62,0.59,0.54,0.54,0.21,0.29,0.98,0.58,0.80,0.97,0.19,0.19,,0.19,0.30,0.41,0.27,0.28,0.34,0.23,0.59,0.81
0.55,0.57,,0.60,0.61,,0.54,0.56,,0.59,0.54,0.50,0.51,0.61,0.62,0.58,0.54,0.54,0.21,0.29,,0.59,0.84,,0.20,0.20,,0.20,0.30,0.41,0.27,0.28,0.29,0.20,0.59,0.84
0.55,0.57,,0.60,0.61,,0.54,0.57,0.53,0.59,0.54,0.50,0.51,0.61,0.62,0.58,0.54,0.54,0.21,0.29,,0.59,0.80,,0.20,0.20,0.20,0.20,0.30,0.41,0.27,0.28,0.25,0.17,0.59,0.82
0.56,0.57,,0.60,0.61,0.62,0.54,0.57,0.53,0.60,0.54,0.50,0.51,0.61,0.61,0.57,0.54,0.54,0.21,0.30,,0.59,0.79,0.96,0.20,0.20,0.20,0.21,0.31,0.41,0.27,0.28,0.22,0.15,0.59,0.80
0.56,0.57,,0.61,0.62,,0.54,0.57,0.53,0.60,0.54,0.50,0.51,0.61,0.61,0.56,0.54,0.54,0.21,0.29,,0.59,0.83,,0.20,0.20,0.21,0.20,0.30,0.41,0.27,0.28,0.19,0.12,0.59,0.85
0.56,0.57,,0.61,0.62,,0.54,0.57,0.53,0.60,0.54,0.50,0.51,0.61,0.61,0.57,0.54,0.54,0.21,0.29,,0.59,0.83,,0.20,0.19,0.21,0.20,0.30,0.41,0.27,0.28,0.18,0.11,0.59,0.85
0.56,0.59,,0.64,0.63,,0.55,0.57,,0.61,0.54,0.50,0.51,0.64,,,0.56,0.55,0.21,0.29,,0.59,0.81,,0.20,0.19,,0.19,0.30,0.41,0.27,0.28,,,0.59,0.84
0.56,0.59,,0.63,0.62,0.64,0.55,0.57,0.53,0.61,0.54,0.50,0.51,0.63,0.60,0.57,0.55,0.55,0.21,0.29,,0.59,0.80,0.95,0.20,0.19,0.20,0.20,0.30,0.41,0.27,0.28,0.17,0.09,0.59,0.83
0.56,0.59,,0.62,0.62,0.62,0.54,0.57,0.53,0.61,0.54,0.50,0.51,0.63,,,0.55,0.55,0.21,0.29,,0.58,0.79,0.93,0.19,0.19,0.20,0.19,0.30,0.41,0.27,0.28,,,0.58,0.85
0.56,0.59,,0.63,0.62,,0.54,0.57,,0.61,0.54,0.50,0.51,0.64,0.60,0.57,0.55,0.54,0.21,0.29,,0.59,0.82,,0.19,0.19,,0.18,0.30,0.41,0.27,0.28,0.33,0.08,0.59,0.84
0.56,0.59,,0.63,0.62,,0.54,0.57,,0.61,0.54,0.50,0.51,0.64,0.60,0.57,0.55,0.54,0.21,0.29,,0.59,0.86,,0.19,0.18,,0.18,0.30,0.41,0.27,0.28,0.32,0.07,0.59,0.86
0.56,0.59,,0.63,0.62,,0.54,0.57,,0.61,0.54,0.50,0.51,0.65,,,0.55,0.54,0.21,0.29,,0.59,0.86,,0.19,0.18,,0.18,0.30,0.41,0.28,0.28,,,0.59,0.86
0.56,0.59,,0.63,0.62,,0.54,0.57,,0.61,0.54,0.50,0.51,0.64,,,0.55,0.55,0.21,0.29,,0.59,0.87,,0.19,0.18,,0.18,0.30,0.41,0.27,0.29,,,0.59,0.87
0.56,0.59,,0.62,0.62,,0.54,0.57,,0.61,0.54,0.50,0.51,0.64,,,0.55,0.55,0.21,0.29,,0.60,0.87,,0.19,0.18,,0.18,0.30,0.41,0.27,0.29,,,0.59,0.87
0.56,0.59,,0.63,0.62,,0.54,0.57,,0.61,0.54,0.50,0.51,0.65,,,0.55,0.55,0.21,0.30,,0.60,0.87,,0.19,0.18,,0.18,0.30,0.41,0.28,0.29,,,0.59,0.87
0.56,0.59,,0.62,0.62,,0.54,0.57,,0.61,0.54,0.50,0.51,0.64,,,0.55,0.55,0.21,0.30,,0.59,0.88,,0.19,0.18,,0.19,0.30,0.41,0.28,0.29,,,0.59,0.87
0.56,0.59,,0.63,0.62,,0.54,0.57,,0.61,0.54,0.50,0.51,0.65,,,0.55,0.55,0.21,0.29,,0.59,0.86,,0.19,0.18,,0.18,0.30,0.41,0.27,0.29,,,0.59,0.86
0.56,0.59,,0.62,0.62,,0.54,0.57,,0.61,0.54,0.50,0.51,0.64,,,0.55,0.55,0.21,0.29,,0.59,0.87,,0.19,0.18,,0.18,0.30,0.41,0.27,0.28,,,0.59,0.87
0.56,0.58,,0.62,0.62,,0.54,0.57,0.53,0.61,0.54,0.50,0.51,0.62,0.60,0.58,0.55,0.54,0.21,0.29,,0.59,0.86,,0.19,0.19,0.20,0.19,0.30,0.41,0.27,0.28,0.17,0.08,0.59,0.86
0.56,0.57,,0.62,0.62,,0.54,0.57,0.53,0.60,0.54,0.50,0.51,0.62,0.60,0.58,0.54,0.55,0.21,0.29,,0.59,0.86,,0.19,0.19,0.20,0.19,0.30,0.41,0.27,0.28,0.16,0.07,0.59,0.86
0.56,0.57,,0.61,0.62,,0.55,0.57,0.53,0.60,0.54,0.50,0.51,0.61,0.61,0.58,0.54,0.54,0.21,0.29,,0.59,0.84,,0.19,0.19,0.20,0.20,0.31,0.41,0.27,0.28,0.17,0.08,0.59,0.84
0.56,0.57,,0.61,0.61,,0.55,0.57,0.53,0.60,0.54,0.50,0.51,0.60,0.61,0.58,0.54,0.54,0.21,0.29,,0.59,0.82,,0.19,0.19,0.20,0.20,0.31,0.41,0.27,0.28,0.17,0.08,0.59,0.83
0.56,0.57,,0.60,0.61,0.62,0.55,0.57,0.53,0.60,0.54,0.50,0.51,0.60,0.61,0.58,0.54,0.54,0.21,0.29,,0.59,0.81,0.97,0.19,0.19,0.20,0.20,0.31,0.41,0.27,0.28,0.18,0.09,0.59,0.82
0.56,0.57,,0.60,0.62,,0.55,0.57,0.53,0.60,0.54,0.50,0.51,0.60,0.62,0.58,0.54,0.54,0.21,0.29,,0.59,0.82,,0.19,0.19,0.20,0.20,0.31,0.41,0.27,0.28,0.19,0.10,0.59,0.83
0.56,0.57,,0.60,0.62,,0.55,0.57,0.53,0.60,0.54,0.50,0.51,0.60,0.62,0.58,0.54,0.54,0.21,0.29,,0.58,0.84,,0.19,0.19,0.20,0.20,0.30,0.41,0.27,0.28,0.22,0.12,0.58,0.84
0.56,0.57,0.55,0.60,0.62,0.62,0.55,0.57,0.53,0.60,0.53,0.50,0.51,0.60,0.62,0.58,0.54,0.54,0.21,0.29,0.98,0.58,0.80,0.97,0.19,0.19,0.20,0.20,0.30,0.41,0.27,0.28,0.23,0.12,0.58,0.82
0.56,0.57,,0.60,0.62,,0.55,0.57,0.53,0.60,0.53,0.50,0.52,0.61,0.63,0.60,0.54,0.54,0.21,0.29,,0.58,0.83,,0.19,0.19,0.20,0.20,0.30,0.41,0.27,0.28,0.27,0.19,0.58,0.84
0.56,0.57,,0.60,0.62,,0.55,0.57,0.53,0.60,0.53,0.50,0.52,0.61,0.64,0.61,0.54,0.53,0.21,0.29,,0.59,0.83,,0.19,0.19,0.20,0.20,0.30,0.41,0.27,0.28,0.30,0.21,0.59,0.85
0.56,0.57,,0.60,0.62,,0.55,0.57,0.54,0.60,0.53,0.50,0.52,0.61,0.63,0.60,0.54,0.53,0.21,0.29,,0.58,0.84,,0.19,0.19,0.20,0.20,0.30,0.41,0.27,0.28,0.33,0.21,0.58,0.85
0.56,0.57,,0.60,0.61,,0.55,0.58,0.54,0.60,0.54,0.50,0.52,0.61,0.62,0.57,0.54,0.55,0.22,0.30,,0.58,0.82,,0.20,0.20,0.21,0.21,0.31,0.41,0.28,0.29,0.21,0.12,0.58,0.82
0.56,0.57,,0.60,0.62,,0.55,0.58,0.54,0.61,0.54,0.50,0.52,0.61,0.62,0.57,0.54,0.54,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.19,0.11,0.59,0.84
0.56,0.58,,0.61,0.62,,0.55,0.58,0.54,0.61,0.54,0.50,0.52,0.62,0.62,0.57,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.20,0.31,0.41,0.27,0.28,0.18,0.10,0.59,0.84
0.56,0.58,,0.62,0.62,,0.55,0.58,0.54,0.61,0.55,0.50,0.52,0.62,0.61,0.57,0.55,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.20,0.31,0.40,0.27,0.29,0.17,0.08,0.59,0.85
0.56,0.59,,0.62,0.62,,0.55,0.58,,0.62,0.55,0.50,0.52,0.64,,,0.55,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,,0.20,0.31,0.40,0.27,0.29,,,0.59,0.86
0.56,0.59,,0.62,0.62,,0.55,0.58,,0.61,0.55,0.50,0.52,0.64,0.60,0.59,0.55,0.54,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.20,0.32,0.40,0.27,0.29,0.28,0.22,0.59,0.85
0.56,0.59,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.64,,,0.55,0.54,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.20,0.32,0.40,0.27,0.29,,,0.59,0.85
0.56,0.60,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.65,,,0.55,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.20,0.31,0.40,0.27,0.29,,,0.59,0.85
0.56,0.59,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.64,0.61,,0.55,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.20,0.31,0.40,0.27,0.29,0.29,,0.59,0.86
0.56,0.59,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.64,0.61,,0.55,0.55,0.21,0.29,,0.59,0.86,,0.20,0.20,,0.19,0.30,0.41,0.27,0.29,0.29,,0.59,0.86
0.56,0.60,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.65,,,0.55,0.55,0.21,0.30,,0.59,0.85,,0.20,0.19,,0.19,0.31,0.40,0.27,0.29,,,0.59,0.85
0.56,0.60,,0.63,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.65,,,0.55,0.55,0.21,0.29,,0.59,0.86,,0.20,0.19,,0.19,0.31,0.41,0.27,0.29,,,0.59,0.86
0.56,0.60,,0.63,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.66,,,0.55,0.55,0.22,0.29,,0.60,0.85,,0.20,0.19,,0.18,0.30,0.40,0.27,0.29,,,0.59,0.85
0.56,0.60,,0.63,0.62,,0.55,0.57,,0.62,0.55,0.50,0.52,0.66,,,0.55,0.55,0.22,0.30,,0.60,0.85,,0.20,0.19,,0.19,0.31,0.40,0.27,0.29,,,0.59,0.85
0.56,0.60,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.65,,,0.55,0.55,0.21,0.30,,0.60,0.85,,0.20,0.19,,0.19,0.31,0.40,0.27,0.29,,,0.59,0.86
0.56,0.59,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.64,,,0.54,0.56,0.22,0.30,,0.60,0.85,,0.20,0.20,,0.19,0.31,0.40,0.27,0.29,,,0.60,0.86
0.56,0.58,,0.62,0.62,,0.55,0.57,,0.61,0.54,0.50,0.52,0.62,0.61,0.58,0.54,0.56,0.22,0.30,,0.60,0.85,,0.20,0.20,,0.20,0.31,0.41,0.27,0.29,0.17,0.07,0.60,0.85
0.56,0.58,,0.62,0.62,,0.55,0.57,,0.60,0.54,0.50,0.52,0.61,0.61,0.58,0.55,0.56,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.20,0.31,0.41,0.27,0.29,0.16,0.08,0.60,0.85
0.56,0.58,,0.62,0.62,,0.55,0.57,,0.61,0.54,0.50,0.52,0.62,0.61,0.58,0.55,0.56,0.22,0.30,,0.60,0.86,,0.20,0.20,,0.20,0.31,0.41,0.27,0.28,0.17,0.08,0.60,0.86
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.60,0.61,0.58,0.54,0.56,0.21,0.30,,0.59,0.85,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.29,0.18,0.08,0.59,0.86
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.60,0.62,0.58,0.54,0.56,0.21,0.30,,0.59,0.85,,0.20,0.20,0.21,0.20,0.32,0.41,0.28,0.29,0.19,0.09,0.59,0.85
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.53,0.50,0.52,0.60,0.62,0.58,0.54,0.54,0.21,0.30,,0.59,0.83,,0.20,0.20,0.21,0.20,0.31,0.41,0.28,0.28,0.20,0.10,0.59,0.83
0.56,0.57,,0.60,0.62,,0.55,0.57,0.54,0.60,0.53,0.50,0.52,0.60,0.62,0.58,0.54,0.54,0.22,0.30,,0.58,0.85,,0.20,0.20,0.21,0.20,0.31,0.41,0.28,0.29,0.23,0.12,0.59,0.85
0.56,0.57,,0.60,0.62,,0.55,0.57,0.54,0.60,0.53,0.50,0.52,0.61,0.63,0.61,0.54,0.54,0.22,0.30,,0.58,0.83,,0.20,0.20,0.21,0.21,0.31,0.41,0.28,0.28,0.27,0.21,0.58,0.83
0.56,0.57,,0.60,0.61,0.62,0.55,0.57,0.54,0.60,0.53,0.50,0.52,0.61,0.63,0.61,0.54,0.54,0.22,0.30,,0.58,0.81,0.98,0.20,0.20,0.21,0.21,0.31,0.41,0.28,0.29,0.29,0.22,0.58,0.82
0.56,0.57,,0.60,0.61,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.64,0.59,0.54,0.54,0.22,0.30,,0.59,0.84,,0.21,0.20,0.21,0.21,0.30,0.41,0.28,0.29,0.29,0.21,0.59,0.83
0.56,0.57,,0.60,0.62,,0.55,0.57,0.54,0.59,0.53,0.50,0.52,0.61,0.63,0.58,0.54,0.54,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.21,0.30,0.41,0.28,0.29,0.27,0.17,0.59,0.84
0.56,0.57,0.55,0.60,0.61,0.62,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.62,0.58,0.54,0.54,0.22,0.30,0.97,0.59,0.80,0.97,0.20,0.20,0.21,0.21,0.30,0.41,0.27,0.29,0.24,0.15,0.59,0.82
0.56,0.57,,0.60,0.62,,0.55,0.58,0.54,0.60,0.54,0.50,0.52,0.61,0.62,0.57,0.54,0.55,0.22,0.30,,0.59,0.83,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.21,0.12,0.59,0.83
0.56,0.57,,0.60,0.62,,0.55,0.58,0.54,0.61,0.54,0.50,0.52,0.61,0.62,0.57,0.54,0.55,0.22,0.30,,0.59,0.83,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.18,0.11,0.59,0.83
0.56,0.57,,0.61,0.62,0.62,0.55,0.58,0.54,0.61,0.54,0.50,0.52,0.61,0.61,0.57,0.54,0.55,0.22,0.30,,0.59,0.83,0.98,0.20,0.20,0.21,0.20,0.31,0.41,0.27,0.28,0.18,0.10,0.59,0.84
0.56,0.57,,0.61,0.62,,0.55,0.58,0.54,0.61,0.54,0.50,0.52,0.61,0.60,0.57,0.54,0.55,0.22,0.30,,0.59,0.82,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.29,0.17,0.09,0.59,0.83
0.56,0.58,,0.62,0.62,,0.55,0.58,0.54,0.61,0.55,0.50,0.52,0.62,0.60,0.57,0.55,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.20,0.31,0.41,0.27,0.29,0.18,0.08,0.59,0.85
0.56,0.59,,0.62,0.62,,0.55,0.58,0.54,0.61,0.55,0.50,0.52,0.63,,,0.55,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,0.20,0.20,0.32,0.41,0.27,0.29,,,0.59,0.85
0.56,0.59,,0.62,0.62,,0.55,0.58,,0.61,0.55,0.50,0.52,0.63,0.59,0.56,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,,0.19,0.32,0.41,0.27,0.29,0.16,0.06,0.59,0.85
0.56,0.59,,0.62,0.62,,0.55,0.58,,0.61,0.55,0.50,0.52,0.63,0.59,0.56,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,,0.19,0.31,0.41,0.27,0.28,0.15,0.05,0.59,0.86
0.56,0.59,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.64,0.59,0.56,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,,0.19,0.31,0.41,0.27,0.29,0.15,0.05,0.59,0.85
0.56,0.59,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.64,,,0.54,0.56,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.19,0.31,0.41,0.27,0.29,,,0.59,0.85
0.56,0.59,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.64,,,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,,0.19,0.32,0.41,0.27,0.29,,,0.59,0.85
0.56,0.59,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.64,,,0.55,0.55,0.22,0.30,,0.59,0.82,,0.20,0.20,,0.19,0.32,0.41,0.27,0.29,,,0.59,0.84
0.56,0.59,,0.62,0.62,,0.55,0.57,,0.61,0.54,0.50,0.52,0.63,0.59,0.57,0.55,0.55,0.22,0.30,,0.59,0.82,,0.20,0.20,,0.19,0.32,0.41,0.27,0.29,0.15,0.05,0.59,0.84
0.56,0.59,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.63,,,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,,0.19,0.32,0.41,0.27,0.29,,,0.59,0.85
0.56,0.58,,0.62,0.62,,0.55,0.57,,0.61,0.55,0.50,0.52,0.62,,,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,,0.20,0.32,0.41,0.28,0.29,,,0.59,0.86
0.56,0.58,,0.62,0.62,,0.55,0.57,,0.61,0.54,0.50,0.52,0.62,,,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,,0.20,0.32,0.41,0.27,0.29,,,0.59,0.85
0.56,0.57,,0.62,0.62,,0.55,0.57,0.53,0.60,0.54,0.50,0.52,0.61,0.61,0.58,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.29,0.17,0.07,0.60,0.86
0.56,0.57,,0.62,0.62,,0.55,0.57,0.53,0.60,0.54,0.50,0.52,0.61,0.61,0.58,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.29,0.16,0.07,0.60,0.86
0.56,0.57,,0.61,0.62,,0.55,0.57,0.53,0.60,0.54,0.50,0.52,0.61,0.61,0.58,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.28,0.17,0.08,0.60,0.86
0.56,0.57,,0.61,0.62,,0.55,0.57,0.53,0.60,0.54,0.50,0.52,0.61,0.62,0.58,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.28,0.18,0.08,0.60,0.86
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.60,0.62,0.58,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.20,0.31,0.41,0.27,0.29,0.19,0.09,0.60,0.86
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.53,0.50,0.52,0.60,0.62,0.58,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.28,0.21,0.10,0.59,0.85
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.53,0.50,0.52,0.61,0.63,0.58,0.54,0.54,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.21,0.31,0.41,0.28,0.29,0.23,0.12,0.59,0.85
0.56,0.57,,0.60,0.62,,0.55,0.57,0.53,0.60,0.53,0.50,0.52,0.61,0.63,0.59,0.54,0.54,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.28,0.26,0.15,0.59,0.84
0.56,0.57,,0.60,0.62,,0.55,0.57,0.54,0.60,0.53,0.50,0.52,0.61,0.64,0.60,0.54,0.54,0.22,0.29,,0.59,0.84,,0.20,0.20,0.21,0.21,0.30,0.41,0.27,0.28,0.29,0.20,0.59,0.83
0.56,0.57,,0.60,0.62,0.62,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.64,0.61,0.54,0.54,0.22,0.29,,0.58,0.83,0.98,0.20,0.20,0.21,0.21,0.30,0.41,0.27,0.28,0.32,0.22,0.59,0.83
0.56,0.57,,0.60,0.62,,0.55,0.57,0.53,0.60,0.53,0.50,0.52,0.61,0.64,0.60,0.54,0.54,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.21,0.30,0.41,0.27,0.29,0.35,0.22,0.59,0.84
0.56,0.57,0.55,0.60,0.61,0.62,0.55,0.57,,0.60,0.54,0.50,0.52,0.61,0.63,0.59,0.54,0.54,0.22,0.30,0.98,0.59,0.83,0.98,0.20,0.20,,0.21,0.30,0.41,0.28,0.29,0.28,0.20,0.59,0.83
0.56,0.57,0.55,0.60,0.62,0.62,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.62,0.59,0.54,0.54,0.22,0.30,0.98,0.59,0.83,0.98,0.20,0.20,0.20,0.21,0.31,0.41,0.28,0.29,0.24,0.17,0.59,0.83
0.56,0.57,,0.61,0.62,,0.55,0.58,0.54,0.60,0.53,0.50,0.52,0.60,0.62,0.57,0.54,0.54,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.21,0.31,0.41,0.28,0.29,0.21,0.12,0.59,0.84
0.56,0.57,,0.61,0.62,,0.55,0.58,0.54,0.60,0.54,0.50,0.52,0.61,0.62,0.57,0.54,0.55,0.22,0.30,,0.59,0.83,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.19,0.10,0.59,0.83
0.56,0.57,,0.61,0.62,,0.55,0.58,0.54,0.61,0.54,0.50,0.52,0.61,0.62,0.58,0.54,0.55,0.22,0.30,,0.59,0.83,,0.20,0.20,0.21,0.20,0.31,0.41,0.27,0.28,0.18,0.10,0.59,0.83
0.56,0.57,,0.61,0.62,,0.55,0.58,0.54,0.61,0.54,0.50,0.52,0.61,0.61,0.58,0.54,0.54,0.22,0.30,,0.59,0.83,,0.20,0.20,0.20,0.21,0.32,0.41,0.27,0.29,0.18,0.09,0.59,0.83
0.56,0.57,,0.61,0.62,,0.55,0.58,0.54,0.61,0.54,0.50,0.52,0.61,0.61,0.58,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,0.20,0.20,0.31,0.41,0.27,0.29,0.18,0.08,0.59,0.84
0.56,0.58,,0.61,0.62,,0.55,0.58,,0.61,0.54,0.50,0.52,0.62,,,0.54,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.21,0.31,0.41,0.27,0.29,,,0.59,0.85
0.56,0.58,,0.61,0.62,,0.55,0.58,,0.61,0.54,0.50,0.52,0.62,,,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,,0.20,0.32,0.41,0.27,0.29,,,0.59,0.84
0.56,0.58,,0.61,0.62,,0.55,0.58,,0.61,0.55,0.50,0.52,0.62,0.60,0.59,0.54,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.20,0.32,0.40,0.28,0.29,0.28,0.21,0.59,0.85
0.56,0.58,,0.61,0.62,,0.55,0.57,,0.61,0.54,0.50,0.52,0.62,,,0.55,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.20,0.32,0.41,0.28,0.29,,,0.59,0.85
