x0,x1,x10,x11,x12,x13,x14,x15,x16,x17,x2,x3,x4,x5,x6,x7,x8,x9,y0,y1,y10,y11,y12,y13,y14,y15,y16,y17,y2,y3,y4,y5,y6,y7,y8,y9
0.56,0.58,,0.61,0.62,,0.55,0.57,,0.61,0.54,0.50,0.52,0.61,0.60,0.60,0.54,0.56,0.22,0.30,,0.59,0.82,,0.20,0.20,,0.21,0.32,0.41,0.28,0.29,0.25,0.20,0.59,0.83
0.56,0.58,,0.61,0.62,,0.55,0.58,,0.61,0.54,0.50,0.52,0.61,0.59,0.60,0.54,0.56,0.22,0.30,,0.59,0.83,,0.20,0.20,,0.20,0.32,0.41,0.28,0.29,0.27,0.20,0.59,0.84
0.56,0.58,,0.61,0.62,,0.55,0.57,,0.61,0.54,0.50,0.52,0.62,,,0.54,0.57,0.22,0.30,,0.59,0.84,,0.20,0.20,,0.20,0.32,0.41,0.28,0.29,,,0.60,0.85
0.56,0.58,,0.61,0.62,,0.55,0.58,,0.61,0.54,0.50,0.52,0.62,0.60,0.60,0.54,0.56,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.20,0.32,0.41,0.28,0.29,0.28,0.21,0.59,0.86
0.56,0.58,,0.61,0.62,,0.55,0.58,,0.61,0.54,0.50,0.52,0.62,0.60,0.58,0.54,0.56,0.22,0.30,,0.59,0.85,,0.20,0.20,,0.20,0.32,0.41,0.28,0.29,0.29,0.24,0.59,0.85
0.56,0.58,,0.61,0.62,,0.55,0.58,,0.61,0.54,0.50,0.52,0.62,,,0.54,0.56,0.22,0.30,,0.59,0.86,,0.20,0.20,,0.20,0.32,0.41,0.28,0.29,,,0.59,0.86
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.60,0.61,0.59,0.54,0.56,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.29,0.17,0.08,0.59,0.86
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.61,0.59,0.54,0.56,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.21,0.32,0.41,0.27,0.29,0.18,0.08,0.59,0.86
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.62,0.59,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.21,0.32,0.41,0.27,0.29,0.18,0.09,0.59,0.85
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.62,0.59,0.54,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.21,0.32,0.41,0.27,0.29,0.20,0.10,0.59,0.85
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.62,0.58,0.54,0.55,0.21,0.30,,0.59,0.85,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.21,0.11,0.59,0.85
0.56,0.57,,0.60,0.62,0.62,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.62,0.58,0.54,0.54,0.21,0.30,,0.59,0.84,0.98,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.23,0.12,0.59,0.84
0.56,0.57,,0.60,0.62,0.62,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.63,0.60,0.54,0.54,0.21,0.30,,0.59,0.84,0.98,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.28,0.26,0.17,0.59,0.84
0.56,0.57,,0.60,0.62,,0.55,0.57,0.54,0.60,0.53,0.50,0.53,0.61,0.64,0.60,0.54,0.54,0.21,0.30,,0.59,0.85,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.28,0.28,0.21,0.59,0.85
0.56,0.57,,0.60,0.62,,0.55,0.57,0.54,0.60,0.53,0.50,0.53,0.61,0.64,0.60,0.54,0.54,0.22,0.29,,0.59,0.85,,0.20,0.20,0.21,0.21,0.30,0.41,0.27,0.29,0.30,0.22,0.59,0.85
0.56,0.57,,0.60,0.62,,0.55,0.58,0.54,0.60,0.53,0.50,0.53,0.61,0.63,0.60,0.54,0.54,0.22,0.30,,0.59,0.85,,0.20,0.20,0.20,0.21,0.30,0.41,0.27,0.29,0.33,0.21,0.59,0.85
0.56,0.57,,0.60,0.62,,0.56,0.57,0.54,0.60,0.54,0.50,0.53,0.61,0.63,0.60,0.53,0.54,0.22,0.30,,0.59,0.86,,0.21,0.20,0.21,0.21,0.30,0.41,0.26,0.29,0.35,0.22,0.59,0.85
0.56,0.57,0.55,0.60,0.61,0.62,0.55,0.57,,0.59,0.54,0.50,0.52,0.61,0.63,0.59,0.53,0.54,0.21,0.29,0.97,0.59,0.81,0.98,0.20,0.20,,0.20,0.30,0.41,0.27,0.29,0.32,0.22,0.59,0.81
0.56,0.57,0.55,0.60,0.62,0.62,0.55,0.57,,0.59,0.54,0.50,0.52,0.61,0.63,0.59,0.53,0.54,0.22,0.30,0.98,0.59,0.82,0.98,0.20,0.20,,0.21,0.30,0.41,0.27,0.29,0.28,0.19,0.59,0.82
0.56,0.57,,0.60,0.62,0.62,0.55,0.57,0.53,0.59,0.53,0.50,0.52,0.61,0.62,0.58,0.54,0.54,0.22,0.30,,0.59,0.84,0.98,0.20,0.20,0.21,0.20,0.30,0.41,0.27,0.29,0.26,0.17,0.59,0.83
0.56,0.57,,0.60,0.62,0.62,0.55,0.57,0.53,0.60,0.53,0.50,0.52,0.61,0.62,0.57,0.54,0.54,0.22,0.30,,0.59,0.83,0.98,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.28,0.23,0.14,0.59,0.83
0.56,0.57,0.56,0.60,0.62,0.62,0.55,0.57,0.53,0.60,0.53,0.50,0.52,0.61,0.61,0.56,0.54,0.55,0.22,0.30,0.98,0.59,0.81,0.98,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.20,0.12,0.59,0.82
0.56,0.57,,0.60,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.61,0.56,0.54,0.55,0.22,0.30,,0.59,0.83,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.19,0.11,0.59,0.84
0.56,0.57,,0.61,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.61,0.61,0.57,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.21,0.32,0.41,0.27,0.29,0.19,0.10,0.60,0.84
0.56,0.57,,0.61,0.62,,0.55,0.58,0.54,0.61,0.54,0.50,0.52,0.61,0.60,0.57,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.29,0.18,0.10,0.60,0.84
0.56,0.58,,0.61,0.62,,0.55,0.57,0.54,0.61,0.54,0.50,0.52,0.62,0.60,0.57,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.29,0.18,0.09,0.59,0.84
0.56,0.58,,0.61,0.62,,0.55,0.57,0.53,0.60,0.54,0.50,0.52,0.62,0.59,0.57,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.20,0.32,0.41,0.26,0.29,0.18,0.09,0.60,0.84
0.56,0.58,,0.61,0.62,,0.55,0.57,0.54,0.60,0.54,0.50,0.52,0.62,0.59,0.56,0.54,0.55,0.22,0.30,,0.59,0.83,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.29,0.17,0.09,0.59,0.84
0.56,0.58,,0.61,0.62,,0.55,0.57,0.53,0.60,0.54,0.50,0.52,0.62,0.59,0.56,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.19,0.31,0.41,0.27,0.29,0.17,0.08,0.59,0.85
0.56,0.58,,0.61,0.62,,0.55,0.57,0.53,0.60,0.54,0.50,0.52,0.62,0.59,0.56,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.19,0.32,0.41,0.27,0.29,0.17,0.08,0.59,0.85
0.56,0.57,,0.61,0.62,,0.54,0.57,0.53,0.60,0.54,0.50,0.52,0.61,0.59,0.56,0.54,0.55,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.20,0.31,0.41,0.27,0.29,0.17,0.08,0.59,0.85
0.56,0.57,,0.61,0.62,,0.54,0.57,0.53,0.60,0.54,0.50,0.52,0.61,0.59,0.56,0.54,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.20,0.31,0.41,0.27,0.29,0.17,0.08,0.59,0.85
0.56,0.57,,0.61,0.62,,0.54,0.57,0.53,0.60,0.54,0.50,0.52,0.61,0.59,0.56,0.54,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.20,0.31,0.41,0.27,0.29,0.17,0.08,0.59,0.85
0.56,0.58,,0.61,0.61,,0.54,0.57,0.53,0.60,0.54,0.50,0.52,0.62,0.59,0.56,0.54,0.55,0.22,0.30,,0.59,0.83,,0.20,0.20,0.21,0.19,0.32,0.41,0.27,0.29,0.16,0.08,0.59,0.83
0.56,0.57,,0.61,0.62,,0.54,0.57,0.53,0.60,0.54,0.50,0.52,0.61,0.60,0.57,0.54,0.55,0.22,0.30,,0.59,0.83,,0.20,0.20,0.21,0.20,0.32,0.41,0.27,0.29,0.18,0.08,0.59,0.83
0.56,0.57,,0.61,0.62,,0.54,0.57,0.53,0.60,0.54,0.50,0.51,0.60,0.60,0.57,0.54,0.55,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.20,0.31,0.41,0.27,0.29,0.17,0.08,0.59,0.85
0.56,0.57,,0.61,0.62,,0.54,0.57,0.53,0.60,0.53,0.50,0.51,0.60,0.61,0.57,0.54,0.55,0.22,0.30,,0.59,0.86,,0.20,0.20,0.21,0.20,0.31,0.41,0.27,0.29,0.18,0.09,0.59,0.85
0.56,0.56,,0.61,0.62,,0.54,0.57,0.53,0.60,0.53,0.50,0.52,0.60,0.61,0.57,0.54,0.54,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.21,0.32,0.41,0.27,0.29,0.18,0.10,0.60,0.85
0.56,0.56,,0.61,0.62,,0.55,0.57,0.53,0.60,0.53,0.50,0.52,0.60,0.61,0.57,0.54,0.54,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.28,0.20,0.10,0.60,0.85
0.56,0.56,,0.60,0.62,,0.55,0.57,0.53,0.60,0.53,0.50,0.51,0.60,0.61,0.57,0.54,0.54,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.20,0.11,0.59,0.84
0.56,0.56,,0.60,0.61,,0.55,0.57,0.53,0.59,0.53,0.50,0.51,0.60,0.62,0.57,0.54,0.54,0.22,0.30,,0.59,0.85,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.22,0.13,0.59,0.84
0.56,0.56,,0.60,0.61,,0.54,0.57,0.53,0.59,0.53,0.50,0.51,0.60,0.62,0.59,0.53,0.54,0.22,0.30,,0.59,0.84,,0.20,0.20,0.21,0.21,0.31,0.41,0.27,0.29,0.25,0.17,0.59,0.84
0.56,0.56,0.55,0.60,0.61,0.62,0.54,0.57,0.53,0.59,0.53,0.50,0.51,0.60,0.62,0.59,0.53,0.54,0.22,0.30,0.97,0.58,0.80,0.98,0.20,0.20,0.21,0.21,0.30,0.41,0.27,0.29,0.27,0.20,0.58,0.81
0.55,0.56,0.55,0.60,0.61,0.62,0.54,0.56,0.53,0.59,0.53,0.50,0.51,0.61,0.62,0.59,0.53,0.54,0.21,0.30,0.97,0.59,0.80,0.98,0.20,0.20,0.20,0.20,0.30,0.41,0.28,0.29,0.28,0.21,0.59,0.80
0.56,0.56,0.55,0.59,0.61,0.62,0.54,0.57,0.53,0.59,0.53,0.50,0.52,0.60,0.62,0.59,0.53,0.54,0.21,0.30,0.97,0.59,0.82,0.98,0.20,0.20,0.20,0.20,0.30,0.41,0.28,0.29,0.35,0.23,0.59,0.82
0.56,0.56,0.55,0.59,0.61,0.62,0.55,0.57,0.53,0.59,0.53,0.50,0.52,0.61,0.63,0.59,0.53,0.54,0.21,0.29,0.97,0.59,0.80,0.98,0.20,0.20,0.20,0.20,0.29,0.41,0.27,0.29,0.37,0.26,0.59,0.80
0.52,0.58,,0.57,0.55,,,0.52,,0.54,0.62,,,0.55,0.46,0.44,0.62,0.62,0.22,0.26,,0.57,0.84,,,0.21,,0.18,0.27,,,0.24,0.34,0.28,0.57,0.80
0.52,0.58,,0.57,0.55,,,0.52,,0.54,0.62,,,0.55,0.45,0.42,0.63,0.62,0.22,0.26,,0.57,0.84,,,0.20,,0.18,0.27,,,0.24,0.32,0.27,0.57,0.80
0.52,0.58,,0.57,0.55,,,0.52,,0.54,0.62,,,0.55,0.44,0.40,0.63,0.62,0.22,0.26,,0.57,0.84,,,0.20,,0.18,0.26,,,0.24,0.29,0.26,0.57,0.82
0.52,0.58,0.64,0.57,0.55,,,0.52,,0.54,0.62,,,0.55,0.44,0.38,0.63,0.63,0.21,0.25,0.97,0.57,0.84,,,0.20,,0.18,0.26,,,0.24,0.27,0.26,0.57,0.80
0.52,0.58,0.64,0.57,0.56,,,0.52,,0.54,0.62,,,0.54,0.43,0.37,0.63,0.63,0.21,0.25,0.97,0.57,0.83,,,0.18,,0.17,0.26,,,0.24,0.25,0.26,0.57,0.80
0.51,0.58,0.64,0.57,0.56,,,0.52,,0.54,0.62,,,0.54,0.42,0.36,0.63,0.63,0.21,0.24,0.97,0.58,0.81,,,0.18,,0.17,0.26,,,0.23,0.23,0.26,0.57,0.79
0.51,0.58,0.65,0.58,0.56,,,0.52,,0.54,0.62,,,0.54,0.43,0.35,0.63,0.63,0.20,0.24,0.96,0.57,0.82,,,0.18,,0.17,0.26,,,0.23,0.23,0.24,0.57,0.79
0.51,0.58,0.65,0.58,0.56,,,0.52,,0.54,0.62,,,0.54,0.43,0.35,0.63,0.64,0.20,0.24,0.96,0.57,0.80,,,0.18,,0.17,0.25,,,0.23,0.22,0.24,0.57,0.79
0.51,0.58,0.65,0.58,0.56,,,0.51,,0.54,0.62,,,0.54,0.43,0.35,0.63,0.64,0.20,0.24,0.96,0.57,0.81,,,0.19,,0.17,0.25,,,0.23,0.22,0.23,0.57,0.79
0.51,0.58,0.65,0.58,0.56,,,0.51,,0.54,0.62,,,0.54,0.43,0.35,0.63,0.64,0.21,0.24,0.97,0.57,0.80,,,0.19,,0.17,0.25,,,0.23,0.22,0.22,0.56,0.79
0.51,0.58,0.66,0.58,0.56,,,0.51,,0.54,0.62,,,0.54,0.43,0.35,0.63,0.64,0.20,0.24,0.96,0.57,0.79,,,0.19,,0.17,0.25,,,0.23,0.21,0.22,0.56,0.78
0.51,0.58,0.65,0.58,0.57,,,0.52,,0.54,0.62,,,0.54,0.43,0.35,0.63,0.64,0.21,0.24,0.96,0.57,0.79,,,0.19,,0.17,0.25,,,0.23,0.21,0.22,0.55,0.78
0.51,0.58,0.65,0.58,0.56,,,0.51,,0.54,0.62,,,0.54,0.43,0.35,0.63,0.64,0.20,0.24,0.96,0.57,0.80,,,0.19,,0.17,0.25,,,0.23,0.21,0.22,0.55,0.78
0.51,0.58,0.65,0.58,0.56,,,0.52,,0.54,0.62,,,0.54,0.43,0.35,0.63,0.64,0.20,0.24,0.96,0.57,0.80,,,0.18,,0.17,0.25,,,0.23,0.21,0.21,0.55,0.78
0.52,0.58,0.65,0.58,0.56,,,0.52,,0.54,0.62,,,0.54,0.43,0.35,0.63,0.64,0.20,0.24,0.96,0.57,0.82,,,0.18,,0.17,0.25,,,0.23,0.21,0.21,0.56,0.78
0.52,0.58,0.65,0.58,0.56,,,0.52,,0.54,0.62,,,0.54,0.43,0.35,0.63,0.64,0.21,0.24,0.97,0.57,0.82,,,0.19,,0.17,0.25,,,0.23,0.21,0.21,0.56,0.79
0.52,0.58,0.65,0.58,0.56,,,0.52,,0.54,0.62,,,0.55,0.43,0.35,0.63,0.64,0.21,0.24,0.96,0.57,0.82,,,0.19,,0.17,0.25,,,0.23,0.22,0.21,0.56,0.78
0.52,0.58,0.66,0.58,0.56,,,0.52,,0.54,0.62,,,0.55,0.43,0.36,0.63,0.64,0.21,0.24,0.96,0.57,0.82,,,0.19,,0.17,0.25,,,0.23,0.23,0.22,0.57,0.78
0.52,0.58,0.65,0.58,0.57,,,0.52,,0.55,0.62,,,0.55,0.43,0.36,0.63,0.64,0.21,0.24,0.96,0.57,0.79,,,0.19,,0.17,0.26,,,0.23,0.23,0.22,0.56,0.78
0.52,0.59,0.65,0.58,0.56,,,0.52,,0.55,0.62,,,0.55,0.43,0.37,0.63,0.64,0.21,0.24,0.96,0.57,0.79,,,0.19,,0.17,0.26,,,0.23,0.25,0.22,0.56,0.78
0.52,0.59,0.65,0.58,0.56,,,0.52,,0.55,0.62,,,0.55,0.44,0.38,0.63,0.64,0.21,0.25,0.96,0.57,0.80,,,0.20,,0.17,0.26,,,0.23,0.27,0.23,0.56,0.78
0.52,0.58,0.66,0.58,0.56,,,0.52,,0.55,0.62,,,0.55,0.44,0.40,0.63,0.64,0.21,0.25,0.96,0.57,0.82,,,0.20,,0.17,0.26,,,0.23,0.29,0.23,0.56,0.78
0.52,0.59,0.66,0.58,0.55,,,0.52,,0.55,0.62,,,0.56,0.45,0.41,0.63,0.64,0.21,0.25,0.96,0.57,0.84,,,0.20,,0.17,0.26,,,0.23,0.31,0.24,0.56,0.78
0.52,0.59,0.66,0.58,0.55,,,0.52,,0.55,0.62,,,0.56,0.46,0.42,0.63,0.64,0.22,0.25,0.96,0.57,0.85,,,0.20,,0.17,0.26,,,0.24,0.33,0.25,0.56,0.78
0.52,0.59,0.66,0.58,0.55,,,0.52,,0.55,0.61,,,0.56,0.48,0.45,0.63,0.65,0.22,0.26,0.97,0.57,0.86,,,0.20,,0.17,0.27,,,0.24,0.37,0.27,0.57,0.78
0.53,0.59,,0.59,0.55,,,0.53,,0.56,0.62,0.56,,0.57,0.48,0.45,0.63,0.64,0.21,0.25,,0.57,0.87,,,0.19,,0.16,0.26,0.38,,0.24,0.36,0.27,0.56,0.79
0.53,0.59,,0.58,0.55,,,0.53,,0.56,0.62,,,0.57,0.47,0.44,0.63,0.64,0.21,0.25,,0.57,0.88,,,0.19,,0.16,0.26,,,0.23,0.34,0.25,0.56,0.79
0.53,0.59,,0.58,0.55,,,0.53,,0.56,0.62,,,0.56,0.46,0.43,0.63,0.65,0.21,0.25,,0.57,0.88,,,0.19,,0.16,0.26,,,0.23,0.32,0.24,0.56,0.78
0.53,0.59,,0.58,0.55,,,0.53,,0.56,0.63,,,0.56,0.45,0.42,0.63,0.65,0.20,0.25,,0.57,0.88,,,0.18,,0.16,0.26,,,0.23,0.29,0.23,0.57,0.80
0.53,0.59,,0.58,0.55,,,0.53,,0.56,0.63,,,0.56,0.44,0.40,0.63,0.65,0.21,0.24,,0.57,0.87,,,0.18,,0.16,0.26,,,0.23,0.27,0.23,0.57,0.79
0.53,0.59,,0.58,0.55,,,0.53,,0.56,0.63,,,0.56,0.44,0.39,0.63,0.65,0.20,0.24,,0.57,0.87,,,0.18,,0.16,0.26,,,0.23,0.25,0.22,0.57,0.79
0.53,0.59,0.67,0.58,0.56,,,0.53,,0.55,0.63,,,0.56,0.43,0.37,0.63,0.65,0.20,0.24,0.97,0.57,0.87,,,0.18,,0.16,0.26,,,0.23,0.23,0.23,0.57,0.79
0.53,0.59,0.66,0.58,0.56,,,0.53,,0.55,0.63,,,0.56,0.44,0.37,0.63,0.65,0.20,0.24,0.97,0.57,0.87,,,0.18,,0.16,0.25,,,0.23,0.22,0.23,0.57,0.80
0.53,0.59,0.67,0.58,0.56,,,0.53,,0.55,0.63,,,0.55,0.43,0.36,0.63,0.65,0.20,0.24,0.97,0.56,0.86,,,0.18,,0.16,0.25,,,0.23,0.21,0.22,0.56,0.79
0.53,0.59,0.67,0.58,0.56,,,0.53,,0.55,0.63,,,0.55,0.43,0.36,0.63,0.65,0.20,0.24,0.96,0.57,0.86,,,0.17,,0.16,0.25,,,0.22,0.21,0.22,0.56,0.79
0.53,0.59,,0.58,0.56,,,0.53,,0.55,0.63,,,0.55,0.44,0.36,0.64,0.65,0.19,0.24,,0.57,0.87,,,0.17,,0.16,0.25,,,0.22,0.20,0.21,0.56,0.79
0.53,0.59,,0.59,0.56,,,0.53,,0.55,0.63,,,0.55,0.44,0.35,0.64,0.65,0.20,0.23,,0.57,0.87,,,0.17,,0.16,0.24,,,0.22,0.20,0.20,0.57,0.80
0.53,0.59,,0.58,0.56,,,0.53,,0.55,0.63,,,0.55,0.44,0.35,0.63,0.65,0.20,0.23,,0.57,0.86,,,0.17,,0.16,0.24,,,0.23,0.20,0.20,0.57,0.80
,0.59,,0.59,0.55,,,0.53,,0.55,0.63,,,0.55,0.44,0.36,0.63,0.65,,0.23,,0.57,0.87,,,0.17,,0.16,0.24,,,0.23,0.20,0.20,0.56,0.79
,0.59,,0.59,0.56,,,0.53,,0.55,0.63,,,0.55,0.44,0.36,0.64,0.65,,0.23,,0.57,0.87,,,0.17,,0.16,0.24,,,0.23,0.19,0.20,0.57,0.80
,0.59,,0.59,0.56,,,0.53,,0.55,0.63,,,0.56,0.44,0.36,0.64,0.65,,0.23,,0.57,0.87,,,0.17,,0.16,0.24,,,0.22,0.19,0.20,0.57,0.80
,0.60,,0.59,0.56,,,0.53,,0.55,0.64,,,0.56,0.44,0.36,0.64,0.65,,0.23,,0.57,0.87,,,0.17,,0.16,0.24,,,0.23,0.20,0.20,0.57,0.80
0.53,0.60,,0.59,0.56,,,0.53,,0.55,0.64,,,0.56,0.44,0.36,0.64,0.65,0.20,0.23,,0.57,0.87,,,0.18,,0.16,0.24,,,0.22,0.20,0.20,0.57,0.80
0.53,0.60,,0.59,0.56,,,0.53,,0.55,0.64,,,0.56,0.44,0.36,0.64,0.65,0.20,0.23,,0.57,0.86,,,0.17,,0.16,0.24,,,0.22,0.20,0.20,0.57,0.80
0.53,0.60,,0.59,0.56,,,0.53,,0.55,0.63,,,0.56,0.44,0.36,0.64,0.65,0.20,0.23,,0.57,0.88,,,0.18,,0.16,0.24,,,0.22,0.20,0.20,0.57,0.80
0.53,0.60,,0.59,0.55,,,0.53,,0.56,0.63,,,0.56,0.45,0.40,0.64,0.66,0.20,0.24,,0.57,0.88,,,0.18,,0.16,0.26,,,0.23,0.29,0.24,0.57,0.81
0.53,0.60,0.67,0.59,0.56,,,0.53,,0.56,0.63,,,0.56,0.46,0.42,0.64,0.66,0.21,0.24,0.97,0.57,0.86,,,0.18,,0.16,0.26,,,0.23,0.32,0.25,0.57,0.80
0.54,0.60,0.67,0.59,0.55,,,0.53,,0.56,0.62,,,0.57,0.47,0.43,0.64,0.66,0.21,0.24,0.97,0.57,0.86,,,0.19,,0.16,0.26,,,0.23,0.33,0.25,0.57,0.80
0.53,0.60,0.67,0.59,0.56,,,0.53,,0.56,0.62,0.54,,0.58,0.48,0.44,0.64,0.66,0.21,0.25,0.97,0.57,0.86,,,0.19,,0.16,0.26,0.36,,0.23,0.35,0.26,0.56,0.79
0.53,0.60,0.68,0.59,0.56,,,0.53,,0.56,0.62,0.56,,0.58,0.49,0.45,0.64,0.66,0.21,0.24,0.97,0.57,0.86,,,0.19,,0.16,0.26,0.39,,0.23,0.36,0.27,0.56,0.80
0.53,0.59,,0.59,0.56,,,0.53,,0.56,0.62,0.56,0.53,0.57,0.48,0.45,0.63,0.65,0.21,0.25,,0.56,0.86,,,0.18,,0.16,0.26,0.42,0.35,0.24,0.35,0.26,0.56,0.78
0.53,0.59,,0.59,0.56,,,0.53,,0.56,0.62,0.55,,0.57,0.47,0.44,0.64,0.64,0.21,0.25,,0.57,0.88,,,0.18,,0.16,0.26,0.38,,0.24,0.33,0.25,0.56,0.79
0.53,0.59,,0.59,0.56,,,0.53,,0.56,0.62,,,0.57,0.46,0.43,0.64,0.64,0.21,0.25,,0.57,0.86,,,0.18,,0.16,0.26,,,0.24,0.31,0.25,0.57,0.79
0.53,0.59,,0.59,0.56,,,0.53,,0.56,0.62,,,0.56,0.45,0.41,0.63,0.64,0.20,0.25,,0.57,0.87,,,0.18,,0.16,0.26,,,0.23,0.29,0.24,0.57,0.79
0.53,0.59,,0.58,0.55,,,0.53,,0.56,0.63,,,0.56,0.44,0.40,0.63,0.64,0.20,0.25,,0.57,0.87,,,0.18,,0.16,0.26,,,0.23,0.27,0.24,0.57,0.79
0.53,0.59,,0.59,0.56,,,0.53,,0.56,0.62,,,0.56,0.44,0.39,0.64,0.64,0.20,0.24,,0.57,0.86,,,0.18,,0.16,0.26,,,0.23,0.25,0.24,0.56,0.79
0.53,0.60,,0.58,0.55,,,0.53,,0.56,0.63,,,0.56,0.44,0.38,0.64,0.64,0.20,0.24,,0.57,0.86,,,0.18,,0.16,0.26,,,0.23,0.23,0.24,0.56,0.79
0.53,0.59,,0.58,0.55,,,0.53,,0.56,0.63,,,0.56,0.44,0.37,0.64,0.64,0.20,0.24,,0.57,0.87,,,0.17,,0.16,0.26,,,0.23,0.22,0.24,0.56,0.79
0.53,0.59,,0.58,0.55,,,0.53,,0.56,0.63,,,0.56,0.44,0.36,0.64,0.65,0.20,0.24,,0.57,0.88,,,0.18,,0.16,0.26,,,0.23,0.22,0.23,0.57,0.79
0.53,0.59,0.66,0.58,0.55,,,0.53,,0.55,0.63,,,0.56,0.44,0.36,0.63,0.65,0.20,0.24,0.96,0.57,0.88,,,0.18,,0.16,0.25,,,0.22,0.21,0.23,0.57,0.79
0.53,0.59,,0.59,0.55,,,0.53,,0.55,0.63,,,0.55,0.44,0.36,0.63,0.65,0.20,0.24,,0.57,0.87,,,0.18,,0.16,0.26,,,0.22,0.21,0.22,0.57,0.79
0.53,0.59,,0.59,0.55,,,0.53,,0.55,0.63,,,0.55,0.44,0.36,0.63,0.65,0.20,0.24,,0.57,0.88,,,0.17,,0.16,0.25,,,0.22,0.21,0.22,0.57,0.79
0.53,0.59,,0.59,0.55,,,0.53,,0.55,0.63,,,0.55,0.44,0.36,0.63,0.65,0.20,0.24,,0.57,0.88,,,0.17,,0.16,0.25,,,0.22,0.21,0.22,0.57,0.80
0.53,0.59,,0.59,0.55,,,0.53,,0.55,0.63,,,0.55,0.44,0.36,0.63,0.64,0.19,0.24,,0.57,0.87,,,0.17,,0.16,0.25,,,0.22,0.21,0.22,0.57,0.79
0.53,0.59,,0.59,0.56,,,0.53,,0.55,0.63,,,0.56,0.44,0.36,0.63,0.64,0.19,0.24,,0.57,0.87,,,0.17,,0.16,0.25,,,0.22,0.21,0.22,0.57,0.79
0.53,0.59,,0.59,0.56,,,0.53,,0.55,0.63,,,0.56,0.44,0.36,0.63,0.64,0.20,0.24,,0.57,0.86,,,0.17,,0.16,0.25,,,0.22,0.21,0.22,0.57,0.80
0.53,0.59,,0.59,0.56,,,0.53,,0.55,0.63,,,0.56,0.44,0.36,0.63,0.65,0.20,0.24,,0.57,0.88,,,0.18,,0.16,0.25,,,0.22,0.21,0.22,0.57,0.80
0.53,0.59,,0.59,0.56,,,0.53,,0.55,0.63,,,0.55,0.44,0.36,0.63,0.65,0.20,0.24,,0.57,0.87,,,0.18,,0.16,0.26,,,0.23,0.21,0.22,0.57,0.80
0.53,0.59,,0.59,0.56,,,0.53,,0.55,0.63,,,0.56,0.44,0.36,0.64,0.65,0.20,0.24,,0.57,0.86,,,0.18,,0.16,0.26,,,0.22,0.21,0.22,0.56,0.79
0.53,0.59,,0.59,0.56,,,0.53,,0.55,0.63,,,0.56,0.44,0.36,0.63,0.65,0.20,0.24,,0.57,0.86,,,0.18,,0.16,0.26,,,0.22,0.21,0.22,0.57,0.79
